date,period,name,title,type,link
20220527,191,蔡雲宏,中華郵政股份有限公司基隆郵局_副理,08信託指示通知,https://priq-out.cy.gov.tw/GipExtendWeb/wSite/SpecialPublication/fileDownload.jsp?id=64264
20210709,179,蔡雲宏,中華郵政股份有限公司基隆郵局_副理,08信託指示通知,https://priq-out.cy.gov.tw/GipExtendWeb/wSite/SpecialPublication/fileDownload.jsp?id=62315
20201224,169,蔡雲宏,中華郵政股份有限公司基隆郵局_副理,08信託指示通知,https://priq-out.cy.gov.tw/GipExtendWeb/wSite/SpecialPublication/fileDownload.jsp?id=62559
20201208,168,蔡雲宏,中華郵政股份有限公司基隆郵局_副理,08信託指示通知,https://priq-out.cy.gov.tw/GipExtendWeb/wSite/SpecialPublication/fileDownload.jsp?id=60825
20180214,127,王潤德,中華郵政股份有限公司基隆郵局_副理,08信託指示通知,https://priq-out.cy.gov.tw/GipExtendWeb/wSite/SpecialPublication/fileDownload.jsp?id=48267
20170629,124,王潤德,中華郵政股份有限公司基隆郵局_副理,08信託指示通知,https://priq-out.cy.gov.tw/GipExtendWeb/wSite/SpecialPublication/fileDownload.jsp?id=47040
20100528,1,劉明珠,中華郵政股份有限公司基隆郵局_副理,08信託指示通知,https://priq-out.cy.gov.tw/GipExtendWeb/wSite/SpecialPublication/fileDownload.jsp?id=192
